Grouping,Key Tests,PLQ Test Id,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,DistLevel,DistDuration,PostDistDuration,Base_Title,File_Name,Title,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Init_Vpoc_pu_v,Init_Qpoc_pu_v,En_SMIB_init_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Vpoc_disturbance_pu_t,Vpoc_disturbance_pu_v,Vpoc_disturbance_pu_r
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,0.7,2.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist70_2000ms_post5,S5254_VProfile_065,S5254_VProfile_065 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist70_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_065""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,8.0,"[1, 3.0, 8.0]","[-0.32499999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.35,0.02,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist135_20ms_post5,S5254_VProfile_066,S5254_VProfile_066 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist135_20ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_066""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,6.02,"[1, 1.02, 6.02]","[0.3250000000000002, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.3,0.2,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist130_200ms_post5,S5254_VProfile_067,S5254_VProfile_067 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist130_200ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_067""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,6.2,"[1, 1.2, 6.2]","[0.27500000000000013, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.25,2.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist125_2000ms_post5,S5254_VProfile_068,S5254_VProfile_068 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist125_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_068""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,8.0,"[1, 3.0, 8.0]","[0.2250000000000001, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.2,20.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist120_20000ms_post5,S5254_VProfile_069,S5254_VProfile_069 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist120_20000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_069""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,26.0,"[1, 21.0, 26.0]","[0.17500000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.15,40.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist115_40000ms_post5,S5254_VProfile_070,S5254_VProfile_070 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist115_40000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_070""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,46.0,"[1, 41.0, 46.0]","[0.125, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,0.8,10.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist80_10000ms_post5,S5254_VProfile_071,S5254_VProfile_071 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist80_10000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_071""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,16.0,"[1, 11.0, 16.0]","[-0.22499999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,0.7,2.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist70_2000ms_post5,S5254_VProfile_072,S5254_VProfile_072 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist70_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_072""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,8.0,"[1, 3.0, 8.0]","[-0.32499999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.35,0.02,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist135_20ms_post5,S5254_VProfile_073,S5254_VProfile_073 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist135_20ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_073""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,6.02,"[1, 1.02, 6.02]","[0.30000000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.3,0.2,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist130_200ms_post5,S5254_VProfile_074,S5254_VProfile_074 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist130_200ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_074""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,6.2,"[1, 1.2, 6.2]","[0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.25,2.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist125_2000ms_post5,S5254_VProfile_075,S5254_VProfile_075 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist125_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_075""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,8.0,"[1, 3.0, 8.0]","[0.19999999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.2,20.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist120_20000ms_post5,S5254_VProfile_076,S5254_VProfile_076 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist120_20000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_076""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,26.0,"[1, 21.0, 26.0]","[0.1499999999999999, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.15,40.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist115_40000ms_post5,S5254_VProfile_077,S5254_VProfile_077 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist115_40000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_077""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,46.0,"[1, 41.0, 46.0]","[0.09999999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,0.8,10.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist80_10000ms_post5,S5254_VProfile_078,S5254_VProfile_078 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist80_10000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_078""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,16.0,"[1, 11.0, 16.0]","[-0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,0.7,2.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist70_2000ms_post5,S5254_VProfile_079,S5254_VProfile_079 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist70_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_079""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,8.0,"[1, 3.0, 8.0]","[-0.3500000000000001, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.35,0.02,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist135_20ms_post5,S5254_VProfile_080,S5254_VProfile_080 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist135_20ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_080""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,6.02,"[1, 1.02, 6.02]","[0.30000000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.3,0.2,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist130_200ms_post5,S5254_VProfile_081,S5254_VProfile_081 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist130_200ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_081""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,6.2,"[1, 1.2, 6.2]","[0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.25,2.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist125_2000ms_post5,S5254_VProfile_082,S5254_VProfile_082 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist125_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_082""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,8.0,"[1, 3.0, 8.0]","[0.19999999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.2,20.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist120_20000ms_post5,S5254_VProfile_083,S5254_VProfile_083 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist120_20000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_083""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,26.0,"[1, 21.0, 26.0]","[0.1499999999999999, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,1.15,40.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist115_40000ms_post5,S5254_VProfile_084,S5254_VProfile_084 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist115_40000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_084""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,46.0,"[1, 41.0, 46.0]","[0.09999999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,0.9,40.0,0,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist90_40000ms_post0,S5254_VProfile_085,S5254_VProfile_085 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist90_40000ms_post0,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_085""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.9""],[""Dist. Dur."",""40.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,41.0,"[1, 41.0, 41.0]","[-0.15000000000000002, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,0.8,10.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist80_10000ms_post5,S5254_VProfile_086,S5254_VProfile_086 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist80_10000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_086""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,16.0,"[1, 11.0, 16.0]","[-0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,16,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,0,0,0.7,2.0,5,plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist70_2000ms_post5,S5254_VProfile_087,S5254_VProfile_087 :plq_id16_cuo__vref101_vpoc105_Pwind0_Pbess0_Q-1pu__Dist70_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_087""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,0,0,1,8.0,"[1, 3.0, 8.0]","[-0.3500000000000001, 0, 0]","[""false"", ""false"", ""false""]"
