Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,Time_Steps,Delta_Vpoc,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Vpoc_disturbance_pu_t,Vpoc_disturbance_pu_v,Vpoc_disturbance_pu_r
,,s52513_VgridSteps_026,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.035304868596648,1.05,-0.9999999999999952,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.1763054837802749,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_026""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.035304868596648,1.1763054837802749,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_027,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.035304868596648,1.05,-0.9999999999999952,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.1763054837802749,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_027""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.035304868596648,1.1763054837802749,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_028,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.035304868596648,1.05,-0.9999999999999952,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.2098240064122732,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_028""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.035304868596648,1.2098240064122732,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_029,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_029""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.0375,1.0283428232692884,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_030,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_030""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.0375,1.0283428232692884,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_031,d1%,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.0652753817073033,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_031""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",3000.0,5.0,1.0375,1.0652753817073033,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_032,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-0.9999999999999952,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.213987925185961,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_032""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.035304868596648,1.213987925185961,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_033,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-0.9999999999999952,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.213987925185961,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_033""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_034,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-0.9999999999999952,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.2423519106943521,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_034""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009523809523809523, -0.009523809523809523]","[false, false, false]"
,,s52513_VgridSteps_035,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_035""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.0375,1.0410003819924034,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_036,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_036""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.0375,1.0410003819924034,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_037,d1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.01, 0]",CSR_S52513,1.072160205569776,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_037""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""d1%""]]",2500.0,5.0,1.0375,1.072160205569776,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.009638554216867469, -0.009638554216867469]","[false, false, false]"
,,s52513_VgridSteps_038,No-Windup[u.wc],Droop,PPOC_VPOC_VREF,3000.0,5.0,1.035304868596648,1.05,-0.9999999999999952,1100.0,0.0,"[0, 0.5, 5.5, 10.5]","[0, 0.05, -0.1, 0]",CSR_S52513,1.1763054837802749,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_038""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-0.9999999999999952""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""No-Windup[u.wc]""]]",3000.0,5.0,1.035304868596648,1.1763054837802749,1100.0,0.0,0,10.5,"[0, 0.5, 5.5, 10.5]","[0.0, 0.047619047619047616, -0.047619047619047616, -0.047619047619047616]","[false, false, false, false]"
,,s52513_VgridSteps_039,No-Windup[d.wc],Droop,PPOC_VPOC_VREF,3000.0,5.0,1.039695131403352,1.025,0.9999999999999952,1100.0,0.0,"[0, 0.5, 5.5, 10.5]","[0, -0.05, 0.1, 0]",CSR_S52513,0.8778935257994813,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_039""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""0.9999999999999952""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""No-Windup[d.wc]""]]",3000.0,5.0,1.039695131403352,0.8778935257994813,1100.0,0.0,0,10.5,"[0, 0.5, 5.5, 10.5]","[0.0, -0.04878048780487806, 0.04878048780487806, 0.04878048780487806]","[false, false, false, false]"
,,s52513_VgridSteps_040,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0353,1.044024882,-0.5937260280646152,1100.0,0.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.1158306741858586,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_040""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0440""],[""Qpoc [.pu]"",""-0.5937260280646152""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,1.0353,1.1158306741858586,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.04789157889054985, 0.04789157889054985]","[false, false, false]"
,,s52513_VgridSteps_041,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0353,1.044024882,-0.5937260280646152,750.0,350.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.1158306741858586,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_041""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0440""],[""Qpoc [.pu]"",""-0.5937260280646152""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,1.0353,1.1158306741858586,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.04789157889054985, 0.04789157889054985]","[false, false, false]"
,,s52513_VgridSteps_042,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0353,1.043915219,-0.5862634884663023,0.0,-350.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.1494661868684832,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_042""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0439""],[""Qpoc [.pu]"",""-0.5862634884663023""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,1.0353,1.1494661868684832,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.047896609887435694, 0.047896609887435694]","[false, false, false]"
,,s52513_VgridSteps_043,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0353,1.049492667,-0.9658074235908043,1100.0,0.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.2081073370296365,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_043""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0495""],[""Qpoc [.pu]"",""-0.9658074235908043""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,1.0353,1.2081073370296365,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.047642067040759996, 0.047642067040759996]","[false, false, false]"
,,s52513_VgridSteps_044,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0353,1.049492667,-0.9658074235908043,750.0,350.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.2081073370296365,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_044""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0495""],[""Qpoc [.pu]"",""-0.9658074235908043""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,1.0353,1.2081073370296365,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.047642067040759996, 0.047642067040759996]","[false, false, false]"
,,s52513_VgridSteps_045,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0353,1.04897465,-0.9305564968871529,0.0,-350.0,"[0, 0.5, 10.5]","[0, 0.05, 0]",CSR_S52513,1.2305775103472032,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_045""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0490""],[""Qpoc [.pu]"",""-0.9305564968871529""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,1.0353,1.2305775103472032,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, 0.047665594206685556, 0.047665594206685556]","[false, false, false]"
,,s52513_VgridSteps_046,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0397,1.030972374,0.5939127565752214,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.9400375571280125,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_046""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0310""],[""Qpoc [.pu]"",""0.5939127565752214""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.0397,0.9400375571280125,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.04849790475569038, -0.04849790475569038]","[false, false, false]"
,,s52513_VgridSteps_047,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0397,1.030972374,0.5939127565752214,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.9400375571280125,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_047""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0310""],[""Qpoc [.pu]"",""0.5939127565752214""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.0397,0.9400375571280125,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.04849790475569038, -0.04849790475569038]","[false, false, false]"
,,s52513_VgridSteps_048,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0397,1.030991181,0.5926329449502827,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.9797701591612188,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_048""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0310""],[""Qpoc [.pu]"",""0.5926329449502827""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.0397,0.9797701591612188,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.048497020072958315, -0.048497020072958315]","[false, false, false]"
,,s52513_VgridSteps_049,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0397,1.025715397,0.9516487206647272,1100.0,0.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.8746643118729541,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_049""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0257""],[""Qpoc [.pu]"",""0.9516487206647272""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.0397,0.8746643118729541,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.048746465292652724, -0.048746465292652724]","[false, false, false]"
,,s52513_VgridSteps_050,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0397,1.025715397,0.9516487206647272,750.0,350.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.8746643118729541,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_050""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0257""],[""Qpoc [.pu]"",""0.9516487206647272""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.0397,0.8746643118729541,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.048746465292652724, -0.048746465292652724]","[false, false, false]"
,,s52513_VgridSteps_051,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0397,1.026452826,0.9014668624860409,0.0,-350.0,"[0, 0.5, 10.5]","[0, -0.05, 0]",CSR_S52513,0.9181532663994245,,"[[""Filename/Int. Ref."",""s52513_VgridSteps_051""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0265""],[""Qpoc [.pu]"",""0.9014668624860409""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.0397,0.9181532663994245,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[0.0, -0.04871144463096836, -0.04871144463096836]","[false, false, false]"
