Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,OV_pu,Fault_Time,Fault_Duration,Post_Fault_Duration,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,TOV_Shunt_uF_v,TOV_Timing_Signal_t,TOV_Timing_Signal_v
,,s5255_Fault_TOV_028,OV ~1.23pu,Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,0.0,-350.0,1.23,0.5,0.43,5,CSR_S5255,1.1088145830870306,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_028""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.6200161561914828]]",3000.0,5.0,1.0368414605789944,1.1088145830870306,0.0,-350.0,0,5.93,1.6200161561914828,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_029,OV ~1.17pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,1.17,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_029""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.0090280978157702]]",2500.0,5.0,1.0375,1.0410003819924034,1100.0,0.0,0,5.93,1.0090280978157702,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_030,OV ~1.20pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,1.2,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_030""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.2776097286978065]]",2500.0,5.0,1.0375,1.0410003819924034,1100.0,0.0,0,5.93,1.2776097286978065,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_031,OV ~1.23pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,1.23,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_031""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.5608862190835864]]",2500.0,5.0,1.0375,1.0410003819924034,1100.0,0.0,0,5.93,1.5608862190835864,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_032,OV ~1.17pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,1.17,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_032""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.0090280978157702]]",2500.0,5.0,1.0375,1.0410003819924034,750.0,350.0,0,5.93,1.0090280978157702,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_033,OV ~1.20pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,1.2,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_033""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.2776097286978065]]",2500.0,5.0,1.0375,1.0410003819924034,750.0,350.0,0,5.93,1.2776097286978065,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_034,OV ~1.23pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,1.23,0.5,0.43,5,CSR_S5255,1.0410003819924034,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_034""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.5608862190835864]]",2500.0,5.0,1.0375,1.0410003819924034,750.0,350.0,0,5.93,1.5608862190835864,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_035,OV ~1.17pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,1.17,0.5,0.43,5,CSR_S5255,1.072160205569776,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_035""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.155165600450347]]",2500.0,5.0,1.0375,1.072160205569776,0.0,-350.0,0,5.93,1.155165600450347,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_036,OV ~1.20pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,1.2,0.5,0.43,5,CSR_S5255,1.072160205569776,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_036""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.454637470301255]]",2500.0,5.0,1.0375,1.072160205569776,0.0,-350.0,0,5.93,1.454637470301255,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_037,OV ~1.23pu,Droop,,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,1.23,0.5,0.43,5,CSR_S5255,1.072160205569776,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_037""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.768151700796639]]",2500.0,5.0,1.0375,1.072160205569776,0.0,-350.0,0,5.93,1.768151700796639,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_038,OV ~1.17pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,1100.0,0.0,1.17,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_038""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.4760468274849763]]",2500.0,5.0,1.0381585394210056,0.988691498377554,1100.0,0.0,0,5.93,1.4760468274849763,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_039,OV ~1.20pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,1100.0,0.0,1.2,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_039""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.7573976658799704]]",2500.0,5.0,1.0381585394210056,0.988691498377554,1100.0,0.0,0,5.93,1.7573976658799704,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_040,OV ~1.23pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,1100.0,0.0,1.23,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_040""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",2.0536431462860283]]",2500.0,5.0,1.0381585394210056,0.988691498377554,1100.0,0.0,0,5.93,2.0536431462860283,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_041,OV ~1.17pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,750.0,350.0,1.17,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_041""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.4760468274849763]]",2500.0,5.0,1.0381585394210056,0.988691498377554,750.0,350.0,0,5.93,1.4760468274849763,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_042,OV ~1.20pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,750.0,350.0,1.2,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_042""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.7573976658799704]]",2500.0,5.0,1.0381585394210056,0.988691498377554,750.0,350.0,0,5.93,1.7573976658799704,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_043,OV ~1.23pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,750.0,350.0,1.23,0.5,0.43,5,CSR_S5255,0.988691498377554,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_043""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",2.0536431462860283]]",2500.0,5.0,1.0381585394210056,0.988691498377554,750.0,350.0,0,5.93,2.0536431462860283,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_044,OV ~1.17pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,0.0,-350.0,1.17,0.5,0.43,5,CSR_S5255,1.0208729974229274,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_044""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",1.636682451385455]]",2500.0,5.0,1.0381585394210056,1.0208729974229274,0.0,-350.0,0,5.93,1.636682451385455,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_045,OV ~1.20pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,0.0,-350.0,1.2,0.5,0.43,5,CSR_S5255,1.0208729974229274,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_045""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",1.9509928146171915]]",2500.0,5.0,1.0381585394210056,1.0208729974229274,0.0,-350.0,0,5.93,1.9509928146171915,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_046,OV ~1.23pu,Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,0.0,-350.0,1.23,0.5,0.43,5,CSR_S5255,1.0208729974229274,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_046""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",2.2795056443191855]]",2500.0,5.0,1.0381585394210056,1.0208729974229274,0.0,-350.0,0,5.93,2.2795056443191855,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_047,OV ~1.17pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,1100.0,0.0,1.17,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_047""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",0.550650671557874]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,1100.0,0.0,0,5.93,0.550650671557874,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_048,OV ~1.20pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,1100.0,0.0,1.2,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_048""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",0.8065909383153993]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,1100.0,0.0,0,5.93,0.8065909383153993,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_049,OV ~1.23pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,1100.0,0.0,1.23,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_049""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.0770384687891368]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,1100.0,0.0,0,5.93,1.0770384687891368,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_050,OV ~1.17pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,750.0,350.0,1.17,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_050""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",0.550650671557874]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,750.0,350.0,0,5.93,0.550650671557874,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_051,OV ~1.20pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,750.0,350.0,1.2,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_051""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",0.8065909383153993]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,750.0,350.0,0,5.93,0.8065909383153993,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_052,OV ~1.23pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,750.0,350.0,1.23,0.5,0.43,5,CSR_S5255,1.0931360153487637,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_052""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.0770384687891368]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,750.0,350.0,0,5.93,1.0770384687891368,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_053,OV ~1.17pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,0.0,-350.0,1.17,0.5,0.43,5,CSR_S5255,1.1233673936338733,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_053""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.17pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.17],[""Shunt uF"",0.6839039084228334]]",2500.0,5.0,1.0368414605789944,1.1233673936338733,0.0,-350.0,0,5.93,0.6839039084228334,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_054,OV ~1.20pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,0.0,-350.0,1.2,0.5,0.43,5,CSR_S5255,1.1233673936338733,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_054""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.20pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.2],[""Shunt uF"",0.968883128026555]]",2500.0,5.0,1.0368414605789944,1.1233673936338733,0.0,-350.0,0,5.93,0.968883128026555,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_TOV_055,OV ~1.23pu,Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,0.0,-350.0,1.23,0.5,0.43,5,CSR_S5255,1.1233673936338733,,"[[""Filename/Int. Ref."",""s5255_Fault_TOV_055""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""OV ~1.23pu""],[""O.V. Duration"",0.43],[""O.V. [pu.]"",1.23],[""Shunt uF"",1.2677528844747692]]",2500.0,5.0,1.0368414605789944,1.1233673936338733,0.0,-350.0,0,5.93,1.2677528844747692,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
